Date,Hill,Category,Name,Difficulty,Pricing
2023-08-12 12:00:00,SunPeaks,Safety Lessons,Ski Patrol Demonstration,Casual,25
2024-03-20 09:00:00,SunPeaks,Safety Lessons,Ski Patrol Demonstration,Casual,25
2023-08-17 13:00:00,SunPeaks,Skiing,Ski and Snowboard Festival,Casual,100
2023-06-21 10:00:00,SunPeaks,Apres-Ski,Apres-Ski Party,Casual,30
2023-09-11 13:00:00,SunPeaks,Safety Lessons,Ski Patrol Demonstration,Casual,25
2024-12-03 16:00:00,SunPeaks,Snowboarding,Ski-In Movie Night,Casual,100
2024-03-03 10:00:00,SunPeaks,Snowboarding,Snow Sculpture Contest,Casual,100
2024-06-02 15:00:00,SunPeaks,Skiing,Night Skiing Experience,Casual,100
2023-09-22 09:00:00,SunPeaks,Snowboarding,Ski-In Movie Night,Casual,100
2024-01-11 14:00:00,SunPeaks,Mountain Adventure,Ski Resort Charity Event,Casual,55
2024-12-04 16:00:00,SunPeaks,Skiing,Ski and Snowboard Festival,Casual,100
2024-07-18 10:00:00,SunPeaks,Apres-Ski,Apres-Ski Party,Casual,30
2024-07-28 16:00:00,SunPeaks,Mountain Dining,Torchlight Parade,Casual,50
2023-08-29 11:00:00,SunPeaks,Ski Equipment,Ski Instructor Workshop,Casual,75
2024-11-19 16:00:00,SunPeaks,Mountain Dining,Torchlight Parade,Casual,50
2024-01-07 11:00:00,SunPeaks,Ski Equipment,Ski Instructor Workshop,Casual,75
2024-03-30 11:00:00,SunPeaks,Ski Competitions,Ski Cross Competition,Casual,120
2024-12-16 15:00:00,SunPeaks,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2024-05-04 09:00:00,SunPeaks,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2024-11-13 12:00:00,SunPeaks,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2023-06-25 13:00:00,SunPeaks,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2023-06-16 09:00:00,SunPeaks,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2024-07-21 14:00:00,SunPeaks,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2024-12-10 15:00:00,SunPeaks,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2024-10-05 13:00:00,SunPeaks,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2024-08-21 15:00:00,SunPeaks,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2023-11-08 09:00:00,SunPeaks,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2024-04-23 09:00:00,SunPeaks,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2025-02-18 13:00:00,SunPeaks,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2023-05-03 13:00:00,SunPeaks,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2023-11-13 11:00:00,SunPeaks,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2023-09-23 12:00:00,SunPeaks,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2023-11-24 15:00:00,SunPeaks,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2024-12-22 14:00:00,SunPeaks,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2023-04-05 14:00:00,SunPeaks,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2023-11-12 14:00:00,SunPeaks,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2023-04-10 09:00:00,SunPeaks,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2024-11-27 10:00:00,SunPeaks,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-11-25 11:00:00,SunPeaks,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-07-29 16:00:00,SunPeaks,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-10-07 13:00:00,SunPeaks,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-10-03 11:00:00,SunPeaks,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2023-08-12 11:00:00,SunPeaks,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2023-07-04 14:00:00,SunPeaks,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2024-09-04 15:00:00,SunPeaks,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2024-12-12 14:00:00,SunPeaks,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2024-10-02 10:00:00,SunPeaks,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2024-08-15 10:00:00,SunPeaks,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-04-05 09:00:00,SunPeaks,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2023-03-28 14:00:00,SunPeaks,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-07-09 11:00:00,SunPeaks,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-05-19 12:00:00,SunPeaks,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-03-22 12:00:00,SunPeaks,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2025-01-11 11:00:00,SunPeaks,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-10-30 09:00:00,SunPeaks,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-10-29 09:00:00,SunPeaks,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-11-29 09:00:00,SunPeaks,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2024-07-14 09:00:00,SunPeaks,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2023-07-24 10:00:00,SunPeaks,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2023-06-08 13:00:00,SunPeaks,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2024-04-26 10:00:00,SunPeaks,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2023-05-29 10:00:00,SunPeaks,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2025-01-25 11:00:00,BigWhite,Ski Competitions,Ski Cross Competition,Casual,120
2025-03-03 09:00:00,BigWhite,Ski Equipment,Ski Gear Expo,Casual,75
2025-02-16 13:00:00,BigWhite,Apres-Ski,Apres-Ski Party,Casual,30
2023-07-20 09:00:00,BigWhite,Ski Equipment,Ski Instructor Workshop,Casual,75
2024-08-09 13:00:00,BigWhite,Mountain Adventure,Snowshoeing Expedition,Casual,55
2024-01-02 15:00:00,BigWhite,Snowboarding,Freestyle Ski Show,Casual,100
2025-03-10 11:00:00,BigWhite,Skiing,Ski Hill Photography Workshop,Casual,100
2025-02-14 15:00:00,BigWhite,Apres-Ski,Ski Resort Wine Tasting,Casual,30
2024-05-24 10:00:00,BigWhite,Safety Lessons,Ski Patrol Demonstration,Casual,25
2025-02-25 11:00:00,BigWhite,Mountain Dining,Torchlight Parade,Casual,50
2024-07-11 10:00:00,BigWhite,Skiing,Night Skiing Experience,Casual,100
2023-04-03 09:00:00,BigWhite,Mountain Dining,Mountain Restaurant Tasting,Casual,50
2023-12-25 11:00:00,BigWhite,Apres-Ski,Apres-Ski Party,Casual,30
2023-05-11 09:00:00,BigWhite,Mountain Adventure,Ski Resort Charity Event,Casual,55
2024-05-06 15:00:00,BigWhite,Snowboarding,Freestyle Ski Show,Casual,100
2023-09-15 12:00:00,BigWhite,Skiing,Ski and Snowboard Festival,Casual,100
2024-04-03 10:00:00,BigWhite,Ski Competitions,Ski Cross Competition,Casual,120
2024-08-28 10:00:00,BigWhite,Snowboarding,Ski-In Movie Night,Casual,100
2024-07-11 16:00:00,BigWhite,Safety Lessons,Ski Patrol Demonstration,Casual,25
2024-08-16 15:00:00,BigWhite,Safety Lessons,Ski Patrol Demonstration,Casual,25
2024-08-01 09:00:00,BigWhite,Apres-Ski,Apres-Ski Party,Casual,30
2023-07-28 10:00:00,BigWhite,Snowboarding,Ski Gear Swap,Casual,100
2025-01-26 14:00:00,BigWhite,Safety Lessons,Ski Patrol Demonstration,Casual,25
2023-10-02 10:00:00,BigWhite,Mountain Adventure,Ski Resort Charity Event,Casual,55
2024-03-02 12:00:00,BigWhite,Skiing,Ski Hill Photography Workshop,Casual,100
2023-11-09 14:00:00,BigWhite,Snowboarding,Ski Gear Swap,Casual,100
2023-07-23 16:00:00,BigWhite,Mountain Dining,Mountain Restaurant Tasting,Casual,50
2023-05-27 13:00:00,BigWhite,Mountain Adventure,Snowshoeing Expedition,Casual,55
2023-09-28 16:00:00,BigWhite,Mountain Adventure,Snowshoeing Expedition,Casual,55
2024-02-21 12:00:00,BigWhite,Ski Competitions,Ski Cross Competition,Casual,120
2023-05-28 10:00:00,BigWhite,Mountain Dining,Mountain Restaurant Tasting,Casual,50
2025-03-12 10:00:00,BigWhite,Mountain Adventure,Ski Resort Charity Event,Casual,55
2023-03-26 16:00:00,BigWhite,Mountain Dining,Mountain Restaurant Tasting,Casual,50
2023-11-24 13:00:00,BigWhite,Skiing,Ski Marathon,Casual,100
2025-03-13 15:00:00,BigWhite,Safety Lessons,Ski Patrol Demonstration,Casual,25
2023-07-05 09:00:00,BigWhite,Skiing,Ski Hill Photography Workshop,Casual,100
2024-05-27 13:00:00,BigWhite,Apres-Ski,Ski Resort Wine Tasting,Casual,30
2023-11-28 14:00:00,BigWhite,Ski Competitions,Ski Cross Competition,Casual,120
2024-11-02 10:00:00,BigWhite,Ski Competitions,Ski Cross Competition,Casual,120
2024-03-20 14:00:00,BigWhite,Apres-Ski,Apres-Ski Party,Casual,30
2023-07-04 12:00:00,BigWhite,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2024-11-14 14:00:00,BigWhite,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2024-09-08 16:00:00,BigWhite,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2023-05-08 10:00:00,BigWhite,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2024-06-28 14:00:00,BigWhite,Skiing Lessons,Beginner Skiing Lessons,Beginner,70
2025-01-15 09:00:00,BigWhite,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2023-05-15 14:00:00,BigWhite,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2023-11-27 14:00:00,BigWhite,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2025-01-13 16:00:00,BigWhite,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2025-01-15 10:00:00,BigWhite,Skiing Lessons,Intermediate Skiing Lessons,Intermediate,70
2024-05-06 14:00:00,BigWhite,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2024-09-03 12:00:00,BigWhite,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2024-07-08 10:00:00,BigWhite,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2023-07-07 16:00:00,BigWhite,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2024-06-13 16:00:00,BigWhite,Skiing Lessons,Advanced Skiing Lessons,Advanced,70
2023-12-21 12:00:00,BigWhite,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2024-09-16 10:00:00,BigWhite,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2023-06-15 16:00:00,BigWhite,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2023-08-29 10:00:00,BigWhite,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2024-05-29 10:00:00,BigWhite,Snowboarding Lessons,Beginner Snowboarding Lessons,Beginner,70
2025-02-18 16:00:00,BigWhite,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-01-26 11:00:00,BigWhite,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-11-25 13:00:00,BigWhite,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2023-05-16 09:00:00,BigWhite,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2023-11-22 13:00:00,BigWhite,Snowboarding Lessons,Intermediate Snowboarding Lessons,Intermediate,70
2024-05-22 10:00:00,BigWhite,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2023-09-28 15:00:00,BigWhite,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2024-05-28 10:00:00,BigWhite,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2023-04-20 10:00:00,BigWhite,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2023-12-09 15:00:00,BigWhite,Snowboarding Lessons,Advanced Snowboarding Lessons,Advanced,70
2023-08-12 10:00:00,BigWhite,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2023-11-17 11:00:00,BigWhite,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-06-17 11:00:00,BigWhite,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-06-11 13:00:00,BigWhite,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-09-04 10:00:00,BigWhite,Ski Racing Lessons,Beginner Ski Racing Lessons,Beginner,100
2024-07-18 12:00:00,BigWhite,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2024-10-25 10:00:00,BigWhite,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-08-24 14:00:00,BigWhite,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-06-13 16:00:00,BigWhite,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-05-19 12:00:00,BigWhite,Ski Racing Lessons,Intermediate Ski Racing Lessons,Intermediate,100
2023-10-16 13:00:00,BigWhite,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2024-01-08 10:00:00,BigWhite,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2024-02-03 11:00:00,BigWhite,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2023-12-06 10:00:00,BigWhite,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
2023-10-06 11:00:00,BigWhite,Ski Racing Lessons,Advanced Ski Racing Lessons,Advanced,100
